noise_ID,type,subset,length,augmented,origin_path
012c0202_2.2649_01nc020z_-2.2649.wav,wham_noise,tr,71167,False,/home/getsum/code/temp/data/noise/wham_noise/tr/012c0202_2.2649_01nc020z_-2.2649.wav
020c0217_0.70183_40go0306_-0.70183.wav,wham_noise,tr,71636,False,/home/getsum/code/temp/data/noise/wham_noise/tr/020c0217_0.70183_40go0306_-0.70183.wav
20fc010b_0.64488_407c021i_-0.64488.wav,wham_noise,tr,71680,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20fc010b_0.64488_407c021i_-0.64488.wav
028c0201_2.1216_409o030y_-2.1216.wav,wham_noise,tr,72893,False,/home/getsum/code/temp/data/noise/wham_noise/tr/028c0201_2.1216_409o030y_-2.1216.wav
406o031d_0.87476_023c020q_-0.87476.wav,wham_noise,tr,73035,False,/home/getsum/code/temp/data/noise/wham_noise/tr/406o031d_0.87476_023c020q_-0.87476.wav
01xo031b_0.36212_20ga010z_-0.36212.wav,wham_noise,tr,73490,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01xo031b_0.36212_20ga010z_-0.36212.wav
404a0114_0.093104_205c010j_-0.093104.wav,wham_noise,tr,73979,False,/home/getsum/code/temp/data/noise/wham_noise/tr/404a0114_0.093104_205c010j_-0.093104.wav
20cc010c_1.6296_40ec020g_-1.6296.wav,wham_noise,tr,74190,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20cc010c_1.6296_40ec020g_-1.6296.wav
406c020q_2.0513_20sc010q_-2.0513.wav,wham_noise,tr,74662,False,/home/getsum/code/temp/data/noise/wham_noise/tr/406c020q_2.0513_20sc010q_-2.0513.wav
019o031a_0.27588_01vo030q_-0.27588.wav,wham_noise,tr,74888,False,/home/getsum/code/temp/data/noise/wham_noise/tr/019o031a_0.27588_01vo030q_-0.27588.wav
01zo0307_2.4943_029c020y_-2.4943.wav,wham_noise,tr,75169,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01zo0307_2.4943_029c020y_-2.4943.wav
20gc0109_0.23743_01yc020t_-0.23743.wav,wham_noise,tr,75289,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20gc0109_0.23743_01yc020t_-0.23743.wav
01yc020i_0.27685_20vo0107_-0.27685.wav,wham_noise,tr,75289,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01yc020i_0.27685_20vo0107_-0.27685.wav
20ha0112_0.16442_01kc021c_-0.16442.wav,wham_noise,tr,75409,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ha0112_0.16442_01kc021c_-0.16442.wav
20fa0113_1.5782_20oa010b_-1.5782.wav,wham_noise,tr,75787,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20fa0113_1.5782_20oa010b_-1.5782.wav
204a010g_0.084454_021c0215_-0.084454.wav,wham_noise,tr,75901,False,/home/getsum/code/temp/data/noise/wham_noise/tr/204a010g_0.084454_021c0215_-0.084454.wav
408a010s_0.56205_029o031c_-0.56205.wav,wham_noise,tr,76494,False,/home/getsum/code/temp/data/noise/wham_noise/tr/408a010s_0.56205_029o031c_-0.56205.wav
40mo0314_1.6839_20fa010y_-1.6839.wav,wham_noise,tr,76674,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40mo0314_1.6839_20fa010y_-1.6839.wav
01mc020h_1.9273_20hc010k_-1.9273.wav,wham_noise,tr,77068,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01mc020h_1.9273_20hc010k_-1.9273.wav
204c0103_0.56027_20vo010f_-0.56027.wav,wham_noise,tr,77168,False,/home/getsum/code/temp/data/noise/wham_noise/tr/204c0103_0.56027_20vo010f_-0.56027.wav
20jc010b_1.8149_406c0218_-1.8149.wav,wham_noise,tr,77359,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20jc010b_1.8149_406c0218_-1.8149.wav
401c020i_0.70427_01wc020s_-0.70427.wav,wham_noise,tr,77401,False,/home/getsum/code/temp/data/noise/wham_noise/tr/401c020i_0.70427_01wc020s_-0.70427.wav
01nc020m_2.4623_017c0218_-2.4623.wav,wham_noise,tr,77551,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01nc020m_2.4623_017c0218_-2.4623.wav
40ja010g_0.0076839_013c021c_-0.0076839.wav,wham_noise,tr,77578,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ja010g_0.0076839_013c021c_-0.0076839.wav
204o010k_0.075108_01zo0309_-0.075108.wav,wham_noise,tr,77632,False,/home/getsum/code/temp/data/noise/wham_noise/tr/204o010k_0.075108_01zo0309_-0.075108.wav
40ea010m_1.9697_01dc020j_-1.9697.wav,wham_noise,tr,77655,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ea010m_1.9697_01dc020j_-1.9697.wav
01nc020a_0.54104_01io030p_-0.54104.wav,wham_noise,tr,78193,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01nc020a_0.54104_01io030p_-0.54104.wav
014a0113_0.78145_40jc0202_-0.78145.wav,wham_noise,tr,78670,False,/home/getsum/code/temp/data/noise/wham_noise/tr/014a0113_0.78145_40jc0202_-0.78145.wav
206c010d_1.3162_20ho0103_-1.3162.wav,wham_noise,tr,78712,False,/home/getsum/code/temp/data/noise/wham_noise/tr/206c010d_1.3162_20ho0103_-1.3162.wav
40cc0218_0.76714_021c020p_-0.76714.wav,wham_noise,tr,78791,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40cc0218_0.76714_021c020p_-0.76714.wav
20sc010m_0.63781_40oc0206_-0.63781.wav,wham_noise,tr,78863,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20sc010m_0.63781_40oc0206_-0.63781.wav
01sa010m_2.0198_20sa0110_-2.0198.wav,wham_noise,tr,78884,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01sa010m_2.0198_20sa0110_-2.0198.wav
40ja0103_0.42698_40co030v_-0.42698.wav,wham_noise,tr,79794,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ja0103_0.42698_40co030v_-0.42698.wav
01mc0207_1.6611_01nc020y_-1.6611.wav,wham_noise,tr,79857,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01mc0207_1.6611_01nc020y_-1.6611.wav
207o010e_1.6988_40pa0113_-1.6988.wav,wham_noise,tr,79967,False,/home/getsum/code/temp/data/noise/wham_noise/tr/207o010e_1.6988_40pa0113_-1.6988.wav
01va0102_2.3761_017a010s_-2.3761.wav,wham_noise,tr,80128,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01va0102_2.3761_017a010s_-2.3761.wav
028c0217_0.60737_029c021b_-0.60737.wav,wham_noise,tr,80612,False,/home/getsum/code/temp/data/noise/wham_noise/tr/028c0217_0.60737_029c021b_-0.60737.wav
408c0214_1.647_021c0214_-1.647.wav,wham_noise,tr,80653,False,/home/getsum/code/temp/data/noise/wham_noise/tr/408c0214_1.647_021c0214_-1.647.wav
01oc020z_1.8025_20qo010g_-1.8025.wav,wham_noise,tr,80690,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01oc020z_1.8025_20qo010g_-1.8025.wav
20fa010y_0.12875_408c020y_-0.12875.wav,wham_noise,tr,80714,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20fa010y_0.12875_408c020y_-0.12875.wav
20ga010y_1.0853_403c0207_-1.0853.wav,wham_noise,tr,80764,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ga010y_1.0853_403c0207_-1.0853.wav
408c0219_2.4465_01mc020a_-2.4465.wav,wham_noise,tr,80783,False,/home/getsum/code/temp/data/noise/wham_noise/tr/408c0219_2.4465_01mc020a_-2.4465.wav
20uo0109_0.72043_406o030a_-0.72043.wav,wham_noise,tr,80875,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20uo0109_0.72043_406o030a_-0.72043.wav
40ca0113_2.4486_023c020v_-2.4486.wav,wham_noise,tr,80958,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ca0113_2.4486_023c020v_-2.4486.wav
20da010m_0.17887_403c020r_-0.17887.wav,wham_noise,tr,80963,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20da010m_0.17887_403c020r_-0.17887.wav
20oc010l_2.1451_020a0105_-2.1451.wav,wham_noise,tr,81083,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20oc010l_2.1451_020a0105_-2.1451.wav
20ga010q_2.0398_01ia010g_-2.0398.wav,wham_noise,tr,81084,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ga010q_2.0398_01ia010g_-2.0398.wav
408o031b_0.28995_01pc0207_-0.28995.wav,wham_noise,tr,81159,False,/home/getsum/code/temp/data/noise/wham_noise/tr/408o031b_0.28995_01pc0207_-0.28995.wav
20oa010g_2.4151_40nc021d_-2.4151.wav,wham_noise,tr,81341,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20oa010g_2.4151_40nc021d_-2.4151.wav
016c0210_1.4407_40ec0214_-1.4407.wav,wham_noise,tr,81374,False,/home/getsum/code/temp/data/noise/wham_noise/tr/016c0210_1.4407_40ec0214_-1.4407.wav
013c020p_0.39169_209c010p_-0.39169.wav,wham_noise,tr,81379,False,/home/getsum/code/temp/data/noise/wham_noise/tr/013c020p_0.39169_209c010p_-0.39169.wav
40mc0211_1.6713_20pc010d_-1.6713.wav,wham_noise,tr,81535,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40mc0211_1.6713_20pc010d_-1.6713.wav
01xc0212_1.0701_20ro0105_-1.0701.wav,wham_noise,tr,81674,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01xc0212_1.0701_20ro0105_-1.0701.wav
01tc021g_0.95814_20to0105_-0.95814.wav,wham_noise,tr,81685,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01tc021g_0.95814_20to0105_-0.95814.wav
404a010j_1.7799_403o030g_-1.7799.wav,wham_noise,tr,81731,False,/home/getsum/code/temp/data/noise/wham_noise/tr/404a010j_1.7799_403o030g_-1.7799.wav
02cc020r_1.9227_407c020y_-1.9227.wav,wham_noise,tr,81773,False,/home/getsum/code/temp/data/noise/wham_noise/tr/02cc020r_1.9227_407c020y_-1.9227.wav
019o0313_1.2228_20po010b_-1.2228.wav,wham_noise,tr,81818,False,/home/getsum/code/temp/data/noise/wham_noise/tr/019o0313_1.2228_20po010b_-1.2228.wav
02cc020r_1.7271_018c020a_-1.7271.wav,wham_noise,tr,81895,False,/home/getsum/code/temp/data/noise/wham_noise/tr/02cc020r_1.7271_018c020a_-1.7271.wav
40ca0110_0.46072_409o030w_-0.46072.wav,wham_noise,tr,81995,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ca0110_0.46072_409o030w_-0.46072.wav
20fa010u_0.10958_01ro0313_-0.10958.wav,wham_noise,tr,82060,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20fa010u_0.10958_01ro0313_-0.10958.wav
20bo0102_1.9962_01do030k_-1.9962.wav,wham_noise,tr,82163,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20bo0102_1.9962_01do030k_-1.9962.wav
027a0102_1.9898_01wc0213_-1.9898.wav,wham_noise,tr,82170,False,/home/getsum/code/temp/data/noise/wham_noise/tr/027a0102_1.9898_01wc0213_-1.9898.wav
405a0112_0.79993_403c020p_-0.79993.wav,wham_noise,tr,82186,False,/home/getsum/code/temp/data/noise/wham_noise/tr/405a0112_0.79993_403c020p_-0.79993.wav
40ha0102_1.5825_406o0309_-1.5825.wav,wham_noise,tr,82300,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ha0102_1.5825_406o0309_-1.5825.wav
206o0103_0.72291_01nc020h_-0.72291.wav,wham_noise,tr,82405,False,/home/getsum/code/temp/data/noise/wham_noise/tr/206o0103_0.72291_01nc020h_-0.72291.wav
01mc0217_1.8748_023o0309_-1.8748.wav,wham_noise,tr,82412,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01mc0217_1.8748_023o0309_-1.8748.wav
40dc020a_1.5386_207c0107_-1.5386.wav,wham_noise,tr,82462,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40dc020a_1.5386_207c0107_-1.5386.wav
012a0101_1.124_01qo0305_-1.124.wav,wham_noise,tr,82486,False,/home/getsum/code/temp/data/noise/wham_noise/tr/012a0101_1.124_01qo0305_-1.124.wav
40pa010z_1.0415_01ec020u_-1.0415.wav,wham_noise,tr,82491,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40pa010z_1.0415_01ec020u_-1.0415.wav
204a010p_2.3838_019o0318_-2.3838.wav,wham_noise,tr,82533,False,/home/getsum/code/temp/data/noise/wham_noise/tr/204a010p_2.3838_019o0318_-2.3838.wav
40oc0215_0.017793_023c0218_-0.017793.wav,wham_noise,tr,82552,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40oc0215_0.017793_023c0218_-0.017793.wav
40dc021c_1.5946_209a0114_-1.5946.wav,wham_noise,tr,82553,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40dc021c_1.5946_209a0114_-1.5946.wav
208a010a_0.28507_01mo030n_-0.28507.wav,wham_noise,tr,82662,False,/home/getsum/code/temp/data/noise/wham_noise/tr/208a010a_0.28507_01mo030n_-0.28507.wav
20fa010k_2.0092_401c020i_-2.0092.wav,wham_noise,tr,82694,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20fa010k_2.0092_401c020i_-2.0092.wav
023o030p_0.36166_01po0303_-0.36166.wav,wham_noise,tr,82897,False,/home/getsum/code/temp/data/noise/wham_noise/tr/023o030p_0.36166_01po0303_-0.36166.wav
20go0106_0.45341_01mc020w_-0.45341.wav,wham_noise,tr,82993,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20go0106_0.45341_01mc020w_-0.45341.wav
20ta010a_0.73472_024o0317_-0.73472.wav,wham_noise,tr,83003,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ta010a_0.73472_024o0317_-0.73472.wav
208a0102_0.95749_20to0104_-0.95749.wav,wham_noise,tr,83042,False,/home/getsum/code/temp/data/noise/wham_noise/tr/208a0102_0.95749_20to0104_-0.95749.wav
01sc0202_2.3194_20ro0105_-2.3194.wav,wham_noise,tr,83244,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01sc0202_2.3194_20ro0105_-2.3194.wav
20cc010c_1.1281_01rc0217_-1.1281.wav,wham_noise,tr,83305,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20cc010c_1.1281_01rc0217_-1.1281.wav
01sc020f_0.2435_01uc020x_-0.2435.wav,wham_noise,tr,83391,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01sc020f_0.2435_01uc020x_-0.2435.wav
029c020y_1.5978_014a010g_-1.5978.wav,wham_noise,tr,83419,False,/home/getsum/code/temp/data/noise/wham_noise/tr/029c020y_1.5978_014a010g_-1.5978.wav
20oc010c_2.1454_020c0203_-2.1454.wav,wham_noise,tr,83560,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20oc010c_2.1454_020c0203_-2.1454.wav
019a0108_0.57173_016c020w_-0.57173.wav,wham_noise,tr,83691,False,/home/getsum/code/temp/data/noise/wham_noise/tr/019a0108_0.57173_016c020w_-0.57173.wav
20mo010p_1.1915_206o0103_-1.1915.wav,wham_noise,tr,83786,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20mo010p_1.1915_206o0103_-1.1915.wav
20ro0107_0.53817_401c020s_-0.53817.wav,wham_noise,tr,83849,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ro0107_0.53817_401c020s_-0.53817.wav
01xa0104_2.0098_022o0303_-2.0098.wav,wham_noise,tr,83981,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01xa0104_2.0098_022o0303_-2.0098.wav
40oc0208_2.4817_20fa010m_-2.4817.wav,wham_noise,tr,84035,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40oc0208_2.4817_20fa010m_-2.4817.wav
20ra010v_2.2757_20pc0108_-2.2757.wav,wham_noise,tr,84238,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ra010v_2.2757_20pc0108_-2.2757.wav
014c020j_1.134_01ec020h_-1.134.wav,wham_noise,tr,84252,False,/home/getsum/code/temp/data/noise/wham_noise/tr/014c020j_1.134_01ec020h_-1.134.wav
20oo0105_1.3473_20ja010b_-1.3473.wav,wham_noise,tr,84272,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20oo0105_1.3473_20ja010b_-1.3473.wav
40io0307_1.0063_404a0106_-1.0063.wav,wham_noise,tr,84350,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40io0307_1.0063_404a0106_-1.0063.wav
023o0301_1.0919_405a0102_-1.0919.wav,wham_noise,tr,84575,False,/home/getsum/code/temp/data/noise/wham_noise/tr/023o0301_1.0919_405a0102_-1.0919.wav
20ma010p_1.0693_20ta010h_-1.0693.wav,wham_noise,tr,84602,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ma010p_1.0693_20ta010h_-1.0693.wav
40ho030q_2.3982_40ea010a_-2.3982.wav,wham_noise,tr,84691,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ho030q_2.3982_40ea010a_-2.3982.wav
01mc0214_1.8421_20oa0101_-1.8421.wav,wham_noise,tr,84767,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01mc0214_1.8421_20oa0101_-1.8421.wav
01qo0305_2.4015_407a0108_-2.4015.wav,wham_noise,tr,84922,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01qo0305_2.4015_407a0108_-2.4015.wav
40na0101_0.43947_20ta010a_-0.43947.wav,wham_noise,tr,84930,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40na0101_0.43947_20ta010a_-0.43947.wav
406o030t_1.0018_20dc010h_-1.0018.wav,wham_noise,tr,84942,False,/home/getsum/code/temp/data/noise/wham_noise/tr/406o030t_1.0018_20dc010h_-1.0018.wav
20ba0108_2.238_20na010s_-2.238.wav,wham_noise,tr,85139,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ba0108_2.238_20na010s_-2.238.wav
02ac0206_1.1834_406c020q_-1.1834.wav,wham_noise,tr,85165,False,/home/getsum/code/temp/data/noise/wham_noise/tr/02ac0206_1.1834_406c020q_-1.1834.wav
20ma010y_1.5414_20sa010m_-1.5414.wav,wham_noise,tr,85169,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ma010y_1.5414_20sa010m_-1.5414.wav
404c020n_2.1863_40ja0101_-2.1863.wav,wham_noise,tr,85216,False,/home/getsum/code/temp/data/noise/wham_noise/tr/404c020n_2.1863_40ja0101_-2.1863.wav
02ao030p_0.13856_028a0101_-0.13856.wav,wham_noise,tr,85241,False,/home/getsum/code/temp/data/noise/wham_noise/tr/02ao030p_0.13856_028a0101_-0.13856.wav
028c0207_1.2059_40mo0316_-1.2059.wav,wham_noise,tr,85282,False,/home/getsum/code/temp/data/noise/wham_noise/tr/028c0207_1.2059_40mo0316_-1.2059.wav
01zc020o_2.3474_20hc010j_-2.3474.wav,wham_noise,tr,85301,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01zc020o_2.3474_20hc010j_-2.3474.wav
20ua010m_0.39595_20na0110_-0.39595.wav,wham_noise,tr,85347,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ua010m_0.39595_20na0110_-0.39595.wav
40ko0307_2.0939_20ra010a_-2.0939.wav,wham_noise,tr,85435,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ko0307_2.0939_20ra010a_-2.0939.wav
021c021b_0.56272_20fa0104_-0.56272.wav,wham_noise,tr,85464,False,/home/getsum/code/temp/data/noise/wham_noise/tr/021c021b_0.56272_20fa0104_-0.56272.wav
01zc020o_0.11044_40na010g_-0.11044.wav,wham_noise,tr,85487,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01zc020o_0.11044_40na010g_-0.11044.wav
40jc0207_0.38927_20bo0102_-0.38927.wav,wham_noise,tr,85494,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40jc0207_0.38927_20bo0102_-0.38927.wav
40hc020v_1.7668_20nc0109_-1.7668.wav,wham_noise,tr,85622,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40hc020v_1.7668_20nc0109_-1.7668.wav
028c020k_1.0919_20ja010l_-1.0919.wav,wham_noise,tr,85623,False,/home/getsum/code/temp/data/noise/wham_noise/tr/028c020k_1.0919_20ja010l_-1.0919.wav
01zo0317_0.26478_20ta010g_-0.26478.wav,wham_noise,tr,85828,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01zo0317_0.26478_20ta010g_-0.26478.wav
20oc010l_0.0036586_02cc020r_-0.0036586.wav,wham_noise,tr,85833,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20oc010l_0.0036586_02cc020r_-0.0036586.wav
021c021c_0.2421_01ac020n_-0.2421.wav,wham_noise,tr,85839,False,/home/getsum/code/temp/data/noise/wham_noise/tr/021c021c_0.2421_01ac020n_-0.2421.wav
01qo030x_1.4974_20ta0102_-1.4974.wav,wham_noise,tr,85882,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01qo030x_1.4974_20ta0102_-1.4974.wav
208o0105_0.064408_01kc020n_-0.064408.wav,wham_noise,tr,85900,False,/home/getsum/code/temp/data/noise/wham_noise/tr/208o0105_0.064408_01kc020n_-0.064408.wav
208c010e_1.2525_20ma010p_-1.2525.wav,wham_noise,tr,85902,False,/home/getsum/code/temp/data/noise/wham_noise/tr/208c010e_1.2525_20ma010p_-1.2525.wav
020a0109_0.13443_01xo030e_-0.13443.wav,wham_noise,tr,86015,False,/home/getsum/code/temp/data/noise/wham_noise/tr/020a0109_0.13443_01xo030e_-0.13443.wav
208a010m_0.59979_20na0101_-0.59979.wav,wham_noise,tr,86047,False,/home/getsum/code/temp/data/noise/wham_noise/tr/208a010m_0.59979_20na0101_-0.59979.wav
01fo031a_1.2457_01to030x_-1.2457.wav,wham_noise,tr,86066,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01fo031a_1.2457_01to030x_-1.2457.wav
01pc020j_0.94886_40hc020s_-0.94886.wav,wham_noise,tr,86135,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01pc020j_0.94886_40hc020s_-0.94886.wav
01yc021a_1.0661_020c0204_-1.0661.wav,wham_noise,tr,86146,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01yc021a_1.0661_020c0204_-1.0661.wav
20dc0105_2.2304_40ca010r_-2.2304.wav,wham_noise,tr,86156,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20dc0105_2.2304_40ca010r_-2.2304.wav
01vc021d_0.69502_020a0105_-0.69502.wav,wham_noise,tr,86181,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01vc021d_0.69502_020a0105_-0.69502.wav
40cc0214_2.4797_011a010l_-2.4797.wav,wham_noise,tr,86212,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40cc0214_2.4797_011a010l_-2.4797.wav
20dc0107_0.99332_20pc010d_-0.99332.wav,wham_noise,tr,86241,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20dc0107_0.99332_20pc010d_-0.99332.wav
40fa0101_0.66066_20ho010f_-0.66066.wav,wham_noise,tr,86242,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40fa0101_0.66066_20ho010f_-0.66066.wav
204c0101_0.01279_40ba0113_-0.01279.wav,wham_noise,tr,86246,False,/home/getsum/code/temp/data/noise/wham_noise/tr/204c0101_0.01279_40ba0113_-0.01279.wav
011a010n_1.1304_209a010m_-1.1304.wav,wham_noise,tr,86335,False,/home/getsum/code/temp/data/noise/wham_noise/tr/011a010n_1.1304_209a010m_-1.1304.wav
021c0208_2.321_020a0102_-2.321.wav,wham_noise,tr,86499,False,/home/getsum/code/temp/data/noise/wham_noise/tr/021c0208_2.321_020a0102_-2.321.wav
015c020j_2.3211_026o0305_-2.3211.wav,wham_noise,tr,86540,False,/home/getsum/code/temp/data/noise/wham_noise/tr/015c020j_2.3211_026o0305_-2.3211.wav
40ca010a_2.4594_20ga010w_-2.4594.wav,wham_noise,tr,86569,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ca010a_2.4594_20ga010w_-2.4594.wav
02ac021e_1.1079_408a010p_-1.1079.wav,wham_noise,tr,86710,False,/home/getsum/code/temp/data/noise/wham_noise/tr/02ac021e_1.1079_408a010p_-1.1079.wav
20ta0114_0.79088_40pa0104_-0.79088.wav,wham_noise,tr,86730,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ta0114_0.79088_40pa0104_-0.79088.wav
20fa0106_0.59548_017a010p_-0.59548.wav,wham_noise,tr,86761,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20fa0106_0.59548_017a010p_-0.59548.wav
40ka010o_0.46082_20ha010h_-0.46082.wav,wham_noise,tr,86782,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40ka010o_0.46082_20ha010h_-0.46082.wav
01dc0208_1.3367_01eo0302_-1.3367.wav,wham_noise,tr,86949,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01dc0208_1.3367_01eo0302_-1.3367.wav
20ga010t_0.38653_01ao030y_-0.38653.wav,wham_noise,tr,87036,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20ga010t_0.38653_01ao030y_-0.38653.wav
40lo0317_1.6534_01wc020r_-1.6534.wav,wham_noise,tr,87108,False,/home/getsum/code/temp/data/noise/wham_noise/tr/40lo0317_1.6534_01wc020r_-1.6534.wav
01wo0316_0.54716_405c020v_-0.54716.wav,wham_noise,tr,87119,False,/home/getsum/code/temp/data/noise/wham_noise/tr/01wo0316_0.54716_405c020v_-0.54716.wav
20aa010k_1.2834_204a010m_-1.2834.wav,wham_noise,tr,87180,False,/home/getsum/code/temp/data/noise/wham_noise/tr/20aa010k_1.2834_204a010m_-1.2834.wav
